id,course,content
ode_1,常微分方程,"判别下列方程是否为恰当方程，并对恰当方程进行求解：
$(4x^{2}y - y)\mathrm{d}x + (3x + y)\mathrm{d}y = 0$."
ode_2,常微分方程,"判别下列方程是否为恰当方程，并对恰当方程进行求解：
$(x + 2y)\mathrm{d}x + (2x - y)\mathrm{d}y = 0$."
ode_3,常微分方程,"判别下列方程是否为恰当方程，并对恰当方程进行求解：
$(a x - b y)\mathrm{d}x + (b x - c y)\mathrm{d}y = 0$ \quad ($a,b,c$为常数)."
ode_4,常微分方程,"判别下列方程是否为恰当方程，并对恰当方程进行求解：
$x^{2}y(y\mathrm{d}x + x\mathrm{d}y) - (2y\mathrm{d}x + x\mathrm{d}y) = 0$."
ode_5,常微分方程,"判别下列方程是否为恰当方程，并对恰当方程进行求解：
$3x^{2}(1 + \ln y)\mathrm{d}x - \left(2y - \frac{x^{3}}{y}\right)\mathrm{d}y = 0$."
ode_6,常微分方程,"判别下列方程是否为恰当方程，并对恰当方程进行求解：
$(2 - 9xy^{2})x\mathrm{d}x + (4y^{2} - 6x^{3})y\mathrm{d}y = 0$."
ode_7,常微分方程,"判别下列方程是否为恰当方程，并对恰当方程进行求解：
$2x(1 + \sqrt{x^{2} - y})\mathrm{d}x - \sqrt{x^{2} - y}\mathrm{d}y = 0$."
ode_8,常微分方程,"判别下列方程是否为恰当方程，并对恰当方程进行求解：
$\mathrm{e}^{-y}\mathrm{d}x - (2y + x\mathrm{e}^{-y})\mathrm{d}y = 0$."
ode_9,常微分方程,"判别下列方程是否为恰当方程，并对恰当方程进行求解：
$\frac{y}{x}\mathrm{d}x + (y^{3} + \ln x)\mathrm{d}y = 0$."
ode_10,常微分方程,"求下列微分方程满足所给条件的特解：
    \begin{enumerate}
        \item $x y\mathrm{d}x + (x + 1)\mathrm{d}y = 0,\ y(1) = 2$;
        \item $(x^{2} - 1)y^{\prime} + 2x y^{2} = 0,\ y(0) = 1$;
        \item $x y^{\prime} + y = y^{2},\ y(1) = \frac{1}{2}$;
        \item $y^{\prime} = \sqrt{4x + 2y - 1},\ y(0) = 1$;
        \item $(x + 2y)y^{\prime} = 1,\ y(0) = -1$;
        \item $x^{2}y^{\prime} - \cos 2y = 1,\ y(+\infty) = \frac{9\pi}{4}$;
        \item $3y^{2}y^{\prime} + 16x = 2xy^{3}$，当 $x \rightarrow +\infty$ 时，$y(x)$ 有界.
    \end{enumerate}"
ode_11,常微分方程,"求解下列微分方程，并作出积分曲线的草图：
    \begin{enumerate}
        \item $y^{\prime} = a y$，其中 $a$ 是不为零的常数；
        \item $y^{\prime} = y^{a}$，其中 $a = \frac{1}{5},1,2$.
    \end{enumerate}"
ode_12,常微分方程,"设有微分方程 $y^{\prime} = f(y)$，其中 $f(y)$ 在 $y = a$ 的某个邻域内连续，且 $f(y) = 0$ 当且仅当 $y = a$。证明：对于直线 $y = a$ 上任一点 $(x_{0},a)$，该方程满足条件 $y(x_{0}) = a$ 的解存在且唯一的充要条件为
    \[
    \left|\int_{a}^{a\pm \epsilon}\frac{1}{f(y)}\mathrm{d}y\right| = +\infty,
    \]
    其中 $\epsilon$ 为任意正数。"
ode_13,常微分方程,"称函数 $f(x,y)$ 是 $d$ 次拟齐次函数，如果
    \[
    f(t^{\alpha s}x,t^{\beta s}y) = t^{d s}f(x,y),
    \]
    其中 $t > 0,\alpha$ 和 $\beta$ 为正常数，且 $\alpha +\beta = 1,s\in \mathbb{R}$。这时 $\alpha$ 和 $\beta$ 分别称为 $x$ 和 $y$ 的权。考虑微分方程
    \[
    P(x,y)\mathrm{d}x + Q(x,y)\mathrm{d}y = 0,
    \]
    其中 $P(x,y)$ 和 $Q(x,y)$ 分别是 $d_{0}$ 次和 $d_{1}$ 次拟齐次函数，$x$ 和 $y$ 的权分别是 $\alpha$ 和 $\beta$。证明：当
    \[
    d_{0} = d_{1} + \beta -\alpha
    \]
    时，该方程可以用初等积分法求解。"
ode_14,常微分方程,"证明：方程
    \[
    y^{\prime} = \sqrt[3]{\frac{y^{2} + 1}{x^{4} + 1}}
    \]
    的每一条积分曲线都有两条水平渐近线。"
ode_15,常微分方程,"设函数 $f(x)$ 在区间 $[1, + \infty)$ 上连续，且为正的。证明：如果
    \[
    \int_{1}^{x}f(t)\mathrm{d}t\leqslant (f(x))^{3},
    \]
    则
    \[
    f(x)\geqslant \sqrt{\frac{2}{3} (x - 1)}.
    \]"
ode_16,常微分方程,"求解下列微分方程：
    \begin{enumerate}
        \item $x y^{\prime} - 2y = 2x^{4}$;
        \item $(2x + 1)y^{\prime} = 4x + 2y$;
        \item $(x y + \mathrm{e}^{x})\mathrm{d}x - x\mathrm{d}y = 0$;
        \item $2x(x^{2} + y)\mathrm{d}x = \mathrm{d}y$;
        \item $(1 - 2x y)y^{\prime} = y(y - 1)$.
    \end{enumerate}"
ode_17,常微分方程,"求出微分方程
    \[
    y^{\prime}\sin 2x = 2(y + \cos x)
    \]
    的当 $x \to \frac{\pi}{2}$ 时仍有界的解。"
ode_18,常微分方程,设在微分方程 $xy' + ay = f(x)$ 中，常数 $a > 0$，$\lim_{x \to 0} f(x) = b$。证明：当 $x \to 0$ 时，该方程只有一个有界的解；并求出这个解当 $x \to 0$ 时的极限。
ode_19,常微分方程,求出微分方程 $y' = 2y \cos^2 x - \sin x$ 的周期解。
ode_20,常微分方程,"假设连续函数 $f(t)$ 满足 $|f(t)| \le M, t \in \mathbb{R}$。证明：微分方程
    \[
    \frac{\mathrm{d}x}{\mathrm{d}t} +x = f(t)
    \]
    在 $- \infty < t < +\infty$ 上只有一个有界解；进一步，如果 $f(t)$ 是周期函数，那么这个有界解也是周期的。"
ode_21,常微分方程,证明：微分方程 $xy' - (2x^2 + 1)y = x^2$ 只有一个解，满足当 $x \to +\infty$ 时有极限；求出这个极限，并用积分表示这个解。
ode_22,常微分方程,"证明：若在 $(- \infty , +\infty)$ 上连续可微且有界的函数 $f(x)$ 满足
    \[
    |f(x) + f'(x)| \le 1,
    \]
    则 $|f(x)| \le 1$。"
ode_23,常微分方程,"求下列微分方程的解：
    \begin{enumerate}
        \item $(x^{2} + y^{2} + x)\mathrm{d}x + y\mathrm{d}y = 0$;
        \item $(x^{2} + y^{2} + y)\mathrm{d}x - x\mathrm{d}y = 0$;
        \item $y\mathrm{d}y = (x\mathrm{d}y + y\mathrm{d}x)\sqrt{1 + y^{2}}$;
        \item $y^{2}\mathrm{d}x - (xy + x^{3})\mathrm{d}y = 0$;
        \item $y\mathrm{d}x - x\mathrm{d}y = 2x^{3}\tan {\frac{y}{x}}\mathrm{d}x$;
        \item $x y\mathrm{d}x = (y^{3} + x^{2}y + x^{2})\mathrm{d}y$;
        \item $(x^{2} - y^{2} + y)\mathrm{d}x + x(2y - 1)\mathrm{d}y = 0$;
        \item $y^{2}(y\mathrm{d}x - 2x\mathrm{d}y) = x^{3}(x\mathrm{d}y - 2y\mathrm{d}x)$.
    \end{enumerate}"
ode_24,常微分方程,"证明：方程(2.18)有形如 $\mu = \mu (\phi (x,y))$ 的积分因子的充要条件是
    \[
    \frac{\frac{\partial P}{\partial y} - \frac{\partial Q}{\partial x}}{Q\frac{\partial\phi}{\partial x} - P\frac{\partial\phi}{\partial y}} = f(\phi (x,y)),
    \]
    其中 $f$ 为某个一元函数。应用这一结果，给出存在下列类型的积分因子的充要条件：
    \begin{enumerate}
        \item $\mu = \mu (x \pm y)$;
        \item $\mu = \mu (x^{2} + y^{2})$;
        \item $\mu = \mu (xy)$;
        \item $\mu = \mu (x^{\alpha} y^{\beta})$ ($\alpha, \beta$ 为常数).
    \end{enumerate}"
ode_25,常微分方程,"求解下列微分方程：
    \begin{enumerate}
        \item $8y^{\prime 3}=27y$;
        \item $y^{\prime 2}+x y=y^{2}+x y^{\prime}$;
        \item $y+x y^{\prime}=4\sqrt{y^{\prime}}$.
    \end{enumerate}"
ode_26,常微分方程,"利用参数法求解下列微分方程：
    \begin{enumerate}
        \item $2x y^{\prime}-y=y^{\prime}\ln(y y^{\prime})$;
        \item $y^{\prime 2}-2x y^{\prime}=x^{2}-4y$.
    \end{enumerate}"
ode_27,常微分方程,求一曲线，使其在任一点处的切线与两条坐标轴所构成三角形的面积为 $2a^{2}$。
ode_28,常微分方程,求曲线族 $x^{2} + y^{2} = cx$ 的正交轨线族，其中 $c$ 为任意常数。
ode_29,常微分方程,求一曲线，使其任一点处的切线与横轴的交点到切点的距离等于该交点到原点的距离。
ode_30,常微分方程,"设 $y = \phi (x)$ 满足 $y^{\prime} + a(x)y\leqslant 0,\ x\geqslant 0$。证明：
    \[
    \phi (x)\leqslant \phi (0)\mathrm{e}^{- \int_{0}^{x}a(s)\mathrm{d}s},\quad x\geqslant 0.
    \]"
ode_31,常微分方程,求解方程 $y = \int_{0}^{x}y(t)\mathrm{d}t + x + 1$。
ode_32,常微分方程,证明：单摆方程 $y^{\prime \prime} + \sin y = 0$ 有当 $x \rightarrow +\infty$ 时趋向于 $\pi$ 的解。
ode_33,常微分方程,"设函数 $f(x)$ 在区间 $(0, + \infty)$ 上可导，且
    \[
    \int_{1}^{x y}f(t)\mathrm{d}t = x\int_{1}^{y}f(t)\mathrm{d}t + y\int_{1}^{x}f(t)\mathrm{d}t,\quad x,y > 0.
    \]
    如果 $f(1) = 3$，求 $f(x)$。"
ode_34,常微分方程,"设当 $x > - 1$ 时，可微函数 $f(x)$ 满足
    \[
    f^{\prime}(x) + f(x) - \frac{1}{x + 1}\int_{0}^{x}f(t)\mathrm{d}t = 0,
    \]
    且 $f(0) = 1$。证明：当 $x \geqslant 0$ 时，$\mathrm{e}^{- x} \leqslant f(x) \leqslant 1$。"
ode_35,常微分方程,"(追线) 在 $(x, y)$-平面上，设点 $B$ 的初始位置为 $(x_{1}, y_{1})$，它以常速度 $b$ 沿直线 $y = kx + l$ 做运动；点 $A$ 从 $(x_{0}, y_{0})$ 处出发追赶点 $B$，它的速度为常值 $a$ $(a > b)$。求点 $A$ 追上点 $B$ 的时间以及点 $A$ 的轨迹。"
ode_36,常微分方程,"设 $\phi(t), \psi(t), \chi(t)$ 是区间 $[a, b]$ 上的连续函数，$\chi(t) > 0$。证明：如果
    \[
    \phi(t) \le \psi(t) + \int_a^t \chi(s) \phi(s) ds,
    \]
    则
    \[
    \phi(t) \le \psi(t) + \int_a^t \chi(s) \psi(s) e^{\int_s^t \chi(\tau) d\tau} ds.
    \]"
ode_37,常微分方程,"设函数 $f$ 定义在 $(t, x)$-平面中的区域 $D$ 上，称其是 Lip 类的，如果存在可积函数 $k(t)$，使得对于一切的 $(t, x), (t, \bar{x}) \in D$，有
    \[
    |f(t, x) - f(t, \bar{x})| \le k(t)|x - \bar{x}|.
    \]
    现在假设 $f$ 是 Lip 类的，$\phi_1(t), \phi_2(t)$ 是区间 $I = [a, b]$ 上的连续函数，$f(t, \phi_j(t))$ ($j = 1, 2$) 在 $I$ 上可积，
    \[
    \phi_j(t) = \phi_j(\tau) + \int_\tau^t f(s, \phi_j(s)) ds + E_j(t), \quad j = 1, 2,
    \]
    并且 $|\phi_1(\tau) - \phi_2(\tau)| \le \delta$，其中 $\tau \in I$，常数 $\delta > 0$，$E_j(t)(j = 1, 2)$ 是定义在 $I$ 上的连续函数。令 $E(t) = |E_1(t)| + |E_2(t)|$。证明：对于 $\tau \le t \le b$，有
    \[
    |\phi_1(t) - \phi_2(t)| \le \delta e^{\int_\tau^t k(s) ds} + E(t) + \int_\tau^t E(s) k(s) e^{\int_s^t k(u) du} ds.
    \]
    对于 $a \le t \le \tau$，也有类似的结论。"
ode_38,常微分方程,证明：若一个函数序列在有界区间 $I$ 上一致有界且等度连续，则在 $I$ 上它至少有一个一致收敛的子序列，该结论在无限区间上成立吗？
ode_39,常微分方程,"求出下面微分方程的 Picard 序列中的 $y_0, y_1, y_2$：$y^{\prime} = x - y^{2}$。"
ode_40,常微分方程,"求初值问题
    \[
    \frac{\mathrm{d}y}{\mathrm{d}x} = x + y + 1, \quad y(0) = 0
    \]
    的 Picard 序列，并由此取极限求解。"
ode_41,常微分方程,"在定理 3.1 中，将函数 $f(x, y)$ 的条件用下面的条件替代：
    \[
    \begin{aligned}
    & |f(x, y)| \leqslant k(x)(1 + |y|), \\
    & |f(x, y_1) - f(x, y_2)| \leqslant k(x)|y_1 - y_2|,
    \end{aligned}
    \]
    其中 $k(x)$ 是可积函数。假设 $f(x, y)$ 是连续函数。证明：存在区间 $x_0 \leqslant x \leqslant x_0 + \alpha$，使得 Picard 序列一致收敛到 Cauchy 问题 (3.1), (3.2) 的解。"
ode_42,常微分方程,利用 Banach 压缩映像原理证明 Picard 定理。
ode_43,常微分方程,"假设函数 $f(x, y)$ 在闭区域 $D = \{(x, y) | 0 \le x \le a, |y| \le b\}$ 上连续。进一步，假设对于任意的 $y_1 \le y_2$，有 $f(x, y_1) \le f(x, y_2)$，且 $f(x, 0) \ge 0$。对于初值问题
    \[
    \frac{\mathrm{d}y}{\mathrm{d}x} = f(x, y), \quad y(0) = 0
    \]
    构造 Picard 序列
    \[
    y_{0}(x) \equiv 0, \quad y_{n}(x) = \int_{0}^{x} f(s, y_{n - 1}(s)) \mathrm{d}s, \quad n = 1, 2, \dots
    \]
    证明：该序列在区间 $0 \le x \le h$ 上收敛到上述初值问题的解，其中
    \[
    h = \min \left\{a, \frac{b}{M}\right\}, \quad M = \max_{(x, y) \in D} |f(x, y)|.
    \]"
ode_44,常微分方程,"考虑与 Cauchy 问题 (3.1), (3.2) 等价的积分方程
    \[
    y(x) = y_{0} + \int_{x_{0}}^{x}f(s,y(s))\mathrm{d}s.
    \]
    在区间 $I = [x_{0},x_{0} + h]$ 上 ($h$ 的意义与 Picard 定理中的相同) 构造序列 $\{y_{n}(x)\}$ 如下：对于每个正整数 $n$，将区间 $I$ 等分，其分点为 $x_{k} = x_{0} + k d_{n}$，其中 $d_{n} = \frac{h}{n}, k = 1,2,\dots ,n - 1$，并记 $x_{n} = x_{0} + h$，进而定义
    \[
    y_{n}(x) = y_{0} + \sum_{i=0}^{k-1} f(x_i, y_n(x_i)) d_n + f(x_k, y_n(x_k))(x - x_k), \quad x_k \le x \le x_{k+1}.
    \]
    称序列 $y_{1}(x), y_{2}(x), \dots , y_{n}(x), \dots$ 为 Tonelli 序列。
    \begin{enumerate}
        \item 用 Tonelli 序列和 Ascoli-Arzelà 引理来证明 Peano 定理。
        \item 用 Tonelli 序列来证明 Picard 定理，即在 Picard 定理的条件下，Tonelli 序列是一致收敛的。
    \end{enumerate}"
ode_45,常微分方程,"令函数
    \[
    \alpha(x) = \begin{cases}
    3x, & 0 \le x \le \frac{1}{3},\\
    1, & \frac{1}{3} \le x \le \frac{2}{3},\\
    3(1-x), & \frac{2}{3} \le x \le 1,
    \end{cases}
    \]
    在条形闭区域 $G:0\leqslant x\leqslant 1, - \infty < y< +\infty$ 上定义连续函数
    \[
    f(x,y) = \begin{cases}
    0, & y \ge \alpha(x), \\
    -\alpha'(x), & -\alpha(x) < y < \alpha(x),\\
    0, & y \le -\alpha(x).
    \end{cases}
    \]
    考虑初值问题 $y' = f(x,y), y(0)=0$。将区间 $0\leqslant x\leqslant 1$ 分成 $n$ 等份，仿照本节的方法构造一条 Euler 折线 $y = \phi_{n}(x)$ $(0\leqslant x\leqslant 1)$。证明：当 $\frac{1}{n}\leqslant x\leqslant 1$ 时，有
    \begin{enumerate}
        \item 若 $n$ 为偶数，则 $\phi_{n}(x)\geqslant \alpha (x)$；
        \item 若 $n$ 为奇数，则 $\phi_{n}(x)\leqslant - \alpha (x)$。
    \end{enumerate}
    由此可知 Euler 序列 $\{\phi_{n}(x)\}$ 是不收敛的。进一步，证明该初值问题的解不是唯一的。"
ode_46,常微分方程,"对于怎样的 $a$，下列微分方程的每个解都能延伸到无穷区间 $(- \infty , + \infty)$ 上？
    \begin{enumerate}
        \item $y' = y^a \sin y$;
        \item $y' = y^2 + a$.
    \end{enumerate}"
ode_47,常微分方程,"证明：初值问题 $y' = x + y^2, y(x_0) = y_0$ 的解在区间 $[x_0, + \infty)$ 上存在。"
ode_48,常微分方程,"考虑初值问题
    \[
    y' = f(x,y), \quad y(0) = 0,
    \]
    其中函数 $f(x,y)$ 在闭区域 $0\leqslant x\leqslant a, - \infty < y< +\infty$ 上连续，且满足
    \[
    |f(x,y) - f(x,z)|\leqslant \frac{q}{x} |y - z|,
    \]
    这里 $q$ ($0< q< 1$) 为常数。证明：该初值问题的解在区间 $[0,a]$ 上是存在且唯一的。"
ode_49,常微分方程,"假设函数 $f(x,y)$ 在闭区域 $0\leqslant x\leqslant a, - \infty < y< +\infty$ 上连续。记 $\phi (x,\xi)$ 是微分方程 $y^{\prime} = f(x,y)$ 满足初始条件 $\phi (0,\xi) = \xi$ 的解。进一步，假设 $\phi (x,\xi)$ 在区间 $[0,\bar{x})$ 上存在，$\bar{x}< a$。证明下列三个结论之一成立：
    \begin{enumerate}
        \item $\lim_{x\to \bar{x} - 0}\phi (x,\xi)$ 有限，此时解 $y = \phi (x,\xi)$ 可以延伸至 $x = \bar{x}$；
        \item $\lim_{x\to \bar{x} - 0}\phi (x,\xi) = +\infty$；
        \item $\lim_{x\to \bar{x} - 0}\phi (x,\xi) = -\infty$。
    \end{enumerate}"
ode_50,常微分方程,"假设函数 $f(x,y)$ 在闭区域 $0\leqslant x\leqslant a, - \infty < y< +\infty$ 上连续，并且存在定义在区间 $[0, + \infty)$ 上的连续函数 $\psi (y)$ 以及常数 $\delta_{0}\geqslant 0$，使得
    \[
    |f(x,y)|< \psi (|y|),\quad \int_{\delta_{0}}^{+\infty}{\frac{1}{\psi(y)}}\mathrm{d}y = +\infty .
    \]
    证明：微分方程 $y^{\prime} = f(x,y)$ 满足初始条件 $y(0) = \xi$ 的解的存在区间为 $[0,a]$。"
ode_51,常微分方程,"假设函数 $f(x,y)$ 在有界闭区域 $G$ 上对 $y$ 满足局部 Lipschitz 条件。证明：$f(x,y)$ 在 $G$ 上对 $y$ 满足 Lipschitz 条件，即存在常数 $L > 0$，使得对于任意的 $(x,y_{1}),(x,y_{2})\in G$，有
    \[
    |f(x,y_{1}) - f(x,y_{2})|\leqslant L|y_{1} - y_{2}|.
    \]"
ode_52,常微分方程,"考虑初值问题
    \[
    y' = f(x,y), \quad y(x_0) = y_0.
    \]
    设函数 $f(x,y)$ 在矩形闭区域 $D = \{(x,y)||x - x_{0}|\leqslant a,|y - y_{0}|\leqslant b\}$ 上连续，令
    \[
    M = \max_{(x,y)\in D}|f(x,y)|,\quad h = \min\left\{a,\frac{b}{M}\right\}.
    \]
    证明：该初值问题的最大解 $y = Z(x)$ 与最小解 $y = W(x)$ 之间充满了其他解，即对于任一满足
    \[
    |x_{1} - x_{0}|\leqslant h,\quad W(x_{1})\leqslant y_{1}\leqslant Z(x_{1})
    \]
    的点 $(x_{1},y_{1})$，该初值问题在 $|x - x_{0}|\leqslant h$ 上至少有一个解 $y = \phi (x)$ 满足 $\phi (x_{1}) = y_{1}$。"
ode_53,常微分方程,证明引理 3.7。
ode_54,常微分方程,"设连续函数 $E(y)$ 满足条件 $E(0) = 0,\ E(y)\neq 0,\ 0< y\leqslant 1$。证明：$y \equiv 0$ 是微分方程 $y^{\prime} = E(y)$ 的奇解的充要条件是 $\int_{0}^{1}{\frac{\mathrm{d}y}{E(y)}}$ 收敛。"
ode_55,常微分方程,求函数 $f$，使 $y = \sin x$ 是微分方程 $y = x y^{\prime} + f(y^{\prime})$ 的奇解。
ode_56,常微分方程,给定平面上一条连续可微曲线 $\gamma : y = f(x)$，试找出一个以 $y = f(x)$ 为奇解的微分方程。
ode_57,常微分方程,"求微分方程
    \[
    \left(\frac{\mathrm{d}y}{\mathrm{d}x}\right)^{4} - \left(\frac{\mathrm{d}y}{\mathrm{d}x}\right)^{3} - y^{2}\frac{\mathrm{d}y}{\mathrm{d}x} + y^{2} = 0
    \]
    的通积分及积分曲线族的包络。"
ode_58,常微分方程,"已知微分方程的通解如下 ($c$ 为任意常数)，求出微分方程的解：
    \begin{enumerate}
        \item $y = c x^{2} - c^{2}$;
        \item $y = c(x - c)^{2}$;
        \item $y = c(x + c)^{2}$;
        \item $y = \frac{1}{2} c(x + c)^{2}$;
        \item $y = \frac{1}{2} c^{2} + c^{2}$;
        \item $y = \frac{1}{2} c^{2} + c$;
    \end{enumerate}"
ode_59,常微分方程,求一条曲线，使其任一点处的切线与两条坐标轴所围成三角形的面积为 $a^{2}$。
ode_60,常微分方程,举例说明：当微分方程初值问题的解不唯一时，它的积分曲线族在局部范围内不能视作平行直线族。
ode_61,常微分方程,举例说明：当微分方程初值问题的解不唯一时，过某个初值点的最大解对于初值不是连续的。
ode_62,常微分方程,"考虑初值问题
    \[
    y' = f(x,y), \quad y(x_0) = y_0,
    \]
    其中 $f(x,y)$ 是连续函数。设 $y = \phi (x;x_{0},y_{0})$ 是该初值问题的最大解。证明：$\phi (x;x_{0},y_{0})$ 对于 $y_{0}$ 是右连续的，即
    \[
    \lim_{y_{1}\to y_{0} + 0}\phi (x;x_{0},y_{1}) = \phi (x;x_{0},y_{0})
    \]
    在 $|x - x_{0}|\leqslant \alpha$ 上成立，其中 $\alpha >0$ 是常数。"
ode_63,常微分方程,"设函数 $y = y(x,\eta)$ 是初值问题
    \[
    \frac{\mathrm{d}y}{\mathrm{d}x} = \sin(xy) + \eta, \quad y(0) = 0
    \]
    的解。证明：$\frac{\partial y}{\partial \eta} (x,\eta) > 0$。"
ode_64,常微分方程,"设函数 $y(x;x_{0},y_{0})$ 是初值问题
    \[
    \frac{\mathrm{d}y}{\mathrm{d}x} = f(x,y), \quad y(x_0) = y_0
    \]
    的解，其中函数 $f(x,y)$ 关于 $(x,y)$ 是连续可微的。证明：
    \[
    \frac{\partial y}{\partial x_{0}} (x;x_{0},y_{0}) + \frac{\partial y}{\partial y_{0}} (x;x_{0},y_{0})f(x_{0},y_{0}) \equiv 0.
    \]"
ode_65,常微分方程,"考虑二阶微分方程
    \[
    x^{\prime \prime}(t) + c x^{\prime}(t) + g(x) = p(t),
    \]
    其中 $p(t)$ 是 $2\pi$-周期的连续函数，$g(x)$ 是连续可微函数，$c$ 为常数。假设该方程的解是大范围存在的。考虑 $(x, x'(t))$-平面上的变换
    \[
    \Phi :(x(0),x^{\prime}(0))\mapsto (x(2\pi),x^{\prime}(2\pi)).
    \]
    证明：对于 $(x,x^{\prime}(t))$-平面上的有界区域 $D$，有
    \[
    \mathrm{Area}(\Phi (D)) = \mathrm{e}^{-2\pi c}\mathrm{Area}(D).
    \]"
